Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,Multiple_deliveries,Festival,City_type,Time_taken(min),distance_km,is_weekend,month_intervals,year_quarter,order_prepare_time
34.0,4.4,conditions Sandstorms,Jam ,0,Drinks ,motorcycle ,1.0,No ,Semi-Urban ,51,10.302,True,end_month,1,5.0
20.0,4.3,conditions Windy,Low ,0,Meal ,motorcycle ,1.0,No ,Metropolitian ,17,2.231,True,middle_month,1,15.0
29.0,4.6,conditions Cloudy,Jam ,2,Buffet ,scooter ,0.0,No ,Metropolitian ,26,5.788,False,middle_month,1,15.0
25.0,4.7,conditions Cloudy,Low ,2,Buffet ,motorcycle ,1.0,No ,Metropolitian ,24,17.298,True,middle_month,1,5.0
21.0,5.0,conditions Stormy,Low ,1,Drinks ,motorcycle ,0.0,No ,Metropolitian ,11,2.231,False,middle_month,1,10.0
35.0,3.8,conditions Fog,Low ,2,Snack ,motorcycle ,1.0,No ,Metropolitian ,37,12.405,False,end_month,1,15.0
33.0,4.5,conditions Sunny,Low ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,25,2.289,False,end_month,1,5.0
34.0,3.5,conditions Stormy,Jam ,1,Meal ,scooter ,1.0,No ,Metropolitian ,41,12.731,False,middle_month,1,10.0
31.0,4.0,conditions Stormy,Low ,0,Meal ,motorcycle ,1.0,No ,Metropolitian ,30,2.274,False,end_month,1,10.0
30.0,4.5,conditions Sandstorms,Low ,2,Buffet ,electric_scooter ,1.0,No ,Metropolitian ,20,12.69,False,start_month,1,5.0
21.0,4.8,conditions Sunny,Medium ,2,Snack ,electric_scooter ,0.0,No ,Metropolitian ,17,10.27,False,start_month,2,15.0
34.0,4.8,conditions Stormy,Low ,2,Buffet ,electric_scooter ,0.0,No ,Urban ,22,7.863,False,middle_month,1,10.0
26.0,4.4,conditions Cloudy,Jam ,1,Buffet ,motorcycle ,1.0,No ,Metropolitian ,38,12.404,False,end_month,1,10.0
32.0,4.3,conditions Windy,Jam ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,40,10.299,False,start_month,1,5.0
26.0,4.9,conditions Sunny,Jam ,0,Snack ,motorcycle ,1.0,No ,Metropolitian ,25,12.731,False,middle_month,1,15.0
21.0,4.9,conditions Sunny,Jam ,1,Meal ,scooter ,0.0,No ,Metropolitian ,11,10.256,True,end_month,1,5.0
21.0,4.7,conditions Stormy,High ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,38,2.308,False,end_month,1,10.0
20.0,4.6,conditions Cloudy,Jam ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,37,14.852,False,middle_month,1,5.0
23.0,4.6,conditions Sunny,Low ,2,Snack ,scooter ,0.0,No ,Metropolitian ,26,12.587,True,start_month,2,5.0
24.0,5.0,conditions Sunny,Low ,2,Drinks ,scooter ,1.0,No ,Metropolitian ,22,2.308,False,end_month,1,10.0
24.0,4.6,conditions Sandstorms,Jam ,1,Snack ,motorcycle ,1.0,No ,Metropolitian ,20,14.996,False,end_month,1,5.0
33.0,3.6,conditions Cloudy,Low ,2,Meal ,motorcycle ,1.0,No ,Metropolitian ,39,8.01,False,start_month,2,10.0
35.0,4.8,conditions Fog,Low ,2,Snack ,electric_scooter ,0.0,No ,Metropolitian ,18,1.128,True,middle_month,1,5.0
37.0,4.0,conditions Stormy,Low ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,31,2.268,False,middle_month,1,10.0
25.0,4.6,conditions Sandstorms,Medium ,0,Drinks ,motorcycle ,0.0,No ,Metropolitian ,29,8.117,True,middle_month,1,15.0
33.0,4.9,conditions Sandstorms,Low ,1,Snack ,motorcycle ,1.0,No ,Metropolitian ,24,6.804,False,start_month,1,15.0
29.0,5.0,conditions Sandstorms,Jam ,2,Drinks ,scooter ,1.0,No ,Metropolitian ,21,10.207,True,middle_month,1,10.0
38.0,4.7,conditions Cloudy,Jam ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,33,6.957,False,start_month,1,10.0
22.0,4.9,conditions Fog,High ,0,Meal ,motorcycle ,1.0,No ,Urban ,24,4.549,False,end_month,1,5.0
31.0,4.4,conditions Windy,Jam ,0,Meal ,motorcycle ,1.0,No ,Metropolitian ,35,10.206,False,end_month,1,5.0
36.0,4.7,conditions Sunny,Medium ,0,Snack ,motorcycle ,1.0,No ,Metropolitian ,22,5.686,False,start_month,1,15.0
32.0,4.6,conditions Windy,Low ,2,Snack ,scooter ,1.0,No ,Metropolitian ,22,2.268,True,start_month,1,15.0
37.0,5.0,conditions Windy,Medium ,2,Snack ,electric_scooter ,1.0,No ,Metropolitian ,29,524.39,True,middle_month,1,5.0
32.0,3.8,conditions Sandstorms,Jam ,2,Snack ,motorcycle ,1.0,No ,Urban ,33,15.72,False,middle_month,1,5.0
38.0,4.7,conditions Sunny,Jam ,0,Drinks ,motorcycle ,0.0,No ,Metropolitian ,22,3.424,True,middle_month,1,5.0
22.0,4.7,conditions Sandstorms,High ,1,Drinks ,scooter ,1.0,No ,Metropolitian ,13,4.638,False,start_month,2,10.0
28.0,4.9,conditions Sandstorms,Jam ,0,Meal ,motorcycle ,1.0,No ,Urban ,29,9.274,False,end_month,1,5.0
27.0,4.9,conditions Cloudy,Jam ,2,Buffet ,scooter ,1.0,No ,Metropolitian ,39,12.58,False,middle_month,1,15.0
39.0,4.3,conditions Cloudy,Low ,1,Drinks ,scooter ,1.0,Yes ,Metropolitian ,39,8.925,False,end_month,1,5.0
35.0,4.7,conditions Windy,Jam ,1,Meal ,scooter ,1.0,No ,Metropolitian ,31,5.698,False,middle_month,1,10.0
26.0,4.7,conditions Windy,Jam ,1,Drinks ,scooter ,1.0,No ,Metropolitian ,29,6.869,False,end_month,1,10.0
28.0,4.6,conditions Stormy,Jam ,0,Snack ,motorcycle ,2.0,No ,Metropolitian ,34,7.863,False,middle_month,1,15.0
36.0,5.0,conditions Sandstorms,Medium ,0,Meal ,motorcycle ,1.0,No ,Urban ,31,4.571,False,middle_month,1,15.0
37.0,5.0,conditions Stormy,Medium ,0,Drinks ,motorcycle ,1.0,No ,Urban ,25,4.537,False,middle_month,1,5.0
21.0,4.7,conditions Stormy,High ,2,Snack ,scooter ,0.0,No ,Urban ,18,1.14,False,end_month,1,15.0
33.0,4.6,conditions Windy,Low ,2,Snack ,scooter ,0.0,No ,Urban ,23,10.04,True,end_month,1,15.0
28.0,3.9,conditions Sunny,High ,0,Meal ,motorcycle ,1.0,No ,Metropolitian ,40,1.158,False,middle_month,1,15.0
36.0,4.6,conditions Stormy,Low ,2,Snack ,scooter ,0.0,No ,Metropolitian ,27,9.072,False,end_month,1,15.0
25.0,4.8,conditions Fog,Jam ,0,Snack ,motorcycle ,1.0,No ,Metropolitian ,37,11.008,False,middle_month,1,5.0
23.0,4.3,conditions Cloudy,Jam ,2,Snack ,scooter ,1.0,No ,Metropolitian ,43,7.809,False,start_month,1,10.0
31.0,4.8,conditions Cloudy,Medium ,1,Buffet ,motorcycle ,1.0,No ,Urban ,36,7.809,False,start_month,1,5.0
32.0,4.7,conditions Sunny,Low ,1,Buffet ,scooter ,1.0,No ,Urban ,13,1.158,False,end_month,1,15.0
28.0,4.6,conditions Fog,Jam ,0,Snack ,motorcycle ,1.0,No ,Metropolitian ,35,12.567,False,middle_month,1,15.0
24.0,4.8,conditions Sandstorms,High ,1,Drinks ,motorcycle ,1.0,No ,Metropolitian ,28,1.143,False,middle_month,1,5.0
29.0,4.9,conditions Sandstorms,Low ,2,Meal ,electric_scooter ,1.0,No ,Metropolitian ,13,6.869,True,end_month,1,5.0
33.0,4.8,conditions Fog,Jam ,0,Buffet ,motorcycle ,3.0,No ,Metropolitian ,46,12.58,True,middle_month,1,15.0
32.0,4.6,conditions Stormy,Low ,2,Buffet ,electric_scooter ,0.0,No ,Metropolitian ,29,5.562,False,middle_month,1,15.0
20.0,4.7,conditions Sandstorms,Low ,0,Snack ,motorcycle ,0.0,No ,Metropolitian ,20,12.69,False,middle_month,1,15.0
37.0,4.6,conditions Sunny,Jam ,2,Drinks ,scooter ,1.0,No ,Metropolitian ,18,5.714,False,middle_month,1,15.0
35.0,4.3,conditions Fog,Low ,0,Meal ,motorcycle ,2.0,No ,Metropolitian ,42,12.403,True,middle_month,1,15.0
25.0,4.8,conditions Sandstorms,Medium ,2,Snack ,scooter ,1.0,No ,Metropolitian ,26,10.234,True,start_month,2,5.0
38.0,4.7,conditions Stormy,Low ,1,Drinks ,motorcycle ,0.0,No ,Metropolitian ,24,7.977,False,end_month,1,5.0
39.0,4.5,conditions Windy,Jam ,1,Drinks ,motorcycle ,1.0,No ,Urban ,26,12.535,False,end_month,1,15.0
34.0,4.2,conditions Stormy,Medium ,2,Snack ,scooter ,1.0,No ,Metropolitian ,36,7.809,True,end_month,1,10.0
26.0,4.5,conditions Cloudy,Jam ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,35,12.534,False,end_month,1,10.0
29.585221590422037,4.7,conditions Sandstorms,Medium ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,33,8.115,False,middle_month,1,10.0
35.0,4.9,conditions Sandstorms,Medium ,2,Meal ,electric_scooter ,0.0,No ,Urban ,29,5.797,True,middle_month,1,5.0
28.0,4.6,conditions Cloudy,Jam ,1,Snack ,scooter ,1.0,No ,Metropolitian ,41,12.405,False,start_month,1,15.0
22.0,4.9,conditions Windy,Jam ,2,Meal ,motorcycle ,1.0,No ,Urban ,28,7.996,False,middle_month,1,15.0
26.0,4.8,conditions Sandstorms,Jam ,2,Drinks ,scooter ,0.0,No ,Metropolitian ,27,12.475,False,start_month,1,10.0
38.0,4.7,conditions Cloudy,High ,2,Drinks ,scooter ,1.0,No ,Metropolitian ,26,2.29,False,start_month,1,15.0
26.0,4.7,conditions Fog,High ,1,Buffet ,motorcycle ,1.0,No ,Metropolitian ,33,6.29,False,end_month,1,5.0
25.0,4.9,conditions Sunny,Jam ,2,Snack ,motorcycle ,1.0,No ,Metropolitian ,10,5.723,False,middle_month,1,10.0
33.0,4.4,conditions Stormy,Low ,0,Buffet ,motorcycle ,0.0,No ,Metropolitian ,21,6.927,False,middle_month,1,10.0
31.0,4.1,conditions Cloudy,Low ,1,Buffet ,scooter ,1.0,No ,Metropolitian ,35,14.153,True,middle_month,1,5.0
30.0,4.7,conditions Cloudy,Jam ,1,Buffet ,scooter ,1.0,No ,Metropolitian ,28,5.578,False,start_month,2,15.0
32.0,5.0,conditions Stormy,Low ,2,Buffet ,scooter ,0.0,No ,Metropolitian ,28,15.045,True,end_month,1,15.0
25.0,4.9,conditions Sandstorms,Low ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,18,12.69,False,middle_month,1,10.0
25.0,4.5,conditions Stormy,Medium ,1,Drinks ,scooter ,1.0,No ,Metropolitian ,21,6.29,False,middle_month,1,15.0
35.0,4.5,conditions Sunny,High ,2,Snack ,electric_scooter ,0.0,No ,Metropolitian ,18,4.579,False,start_month,1,5.0
30.0,4.7,conditions Fog,Medium ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,32,4.45,False,middle_month,1,15.0
20.0,4.7,conditions Sunny,Jam ,0,Drinks ,motorcycle ,1.0,No ,Urban ,30,14.831,True,end_month,1,15.0
31.0,4.3,conditions Cloudy,Low ,2,Snack ,motorcycle ,1.0,No ,Metropolitian ,36,16.025,False,start_month,2,5.0
32.0,4.4,conditions Sandstorms,Jam ,2,Meal ,scooter ,2.0,No ,Metropolitian ,39,9.072,False,middle_month,1,10.0
34.0,4.8,conditions Stormy,High ,0,Snack ,motorcycle ,1.0,No ,Urban ,32,4.534,True,middle_month,1,15.0
35.0,4.6,conditions Stormy,Jam ,2,Meal ,scooter ,1.0,No ,Urban ,26,5.686,False,start_month,1,5.0
30.0,4.7,conditions Windy,Jam ,1,Drinks ,scooter ,0.0,No ,Urban ,27,5.796,False,start_month,1,10.0
29.585221590422037,4.7,conditions Fog,Low ,1,Drinks ,scooter ,1.0,No ,Metropolitian ,18,489.976,False,middle_month,1,10.0
33.0,4.9,conditions Fog,Medium ,1,Buffet ,scooter ,0.0,No ,Metropolitian ,16,4.718,False,middle_month,1,15.0
34.0,5.0,conditions Fog,Jam ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,51,14.878,False,middle_month,1,15.0
37.0,4.9,conditions Sandstorms,Low ,2,Drinks ,electric_scooter ,1.0,No ,Metropolitian ,19,15.067,False,start_month,2,10.0
22.0,4.9,conditions Sandstorms,Jam ,1,Buffet ,scooter ,1.0,No ,Metropolitian ,19,10.433,True,middle_month,1,5.0
23.0,4.8,conditions Fog,Jam ,2,Buffet ,scooter ,1.0,No ,Metropolitian ,44,7.939,False,end_month,1,10.0
21.0,4.7,conditions Windy,Medium ,2,Drinks ,scooter ,0.0,No ,Urban ,18,14.996,True,start_month,1,5.0
23.0,4.4,conditions Sandstorms,Jam ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,37,7.863,False,middle_month,1,15.0
39.0,4.8,conditions Cloudy,Jam ,2,Drinks ,motorcycle ,2.0,No ,Metropolitian ,37,14.815,True,start_month,1,10.0
23.0,4.9,conditions Fog,Medium ,1,Snack ,scooter ,0.0,No ,Metropolitian ,25,9.021,False,start_month,2,10.0
30.0,4.6,conditions Stormy,Medium ,0,Snack ,motorcycle ,1.0,No ,Metropolitian ,27,6.694,False,end_month,1,10.0
22.0,4.8,conditions Sunny,Medium ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,17,11.008,True,middle_month,1,10.0
34.0,5.0,conditions Fog,Medium ,2,Snack ,scooter ,1.0,No ,Metropolitian ,16,4.617,False,start_month,1,5.0
29.0,4.8,conditions Windy,Jam ,2,Drinks ,motorcycle ,1.0,No ,Metropolitian ,18,12.696,False,middle_month,1,15.0
31.0,4.6,conditions Fog,Low ,0,Snack ,motorcycle ,1.0,No ,Metropolitian ,38,10.433,False,start_month,1,15.0
33.0,5.0,conditions Fog,Low ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,36,14.502,False,start_month,1,10.0
39.0,4.2,conditions Windy,Jam ,2,Buffet ,motorcycle ,0.0,No ,Metropolitian ,43,10.417,False,start_month,2,15.0
30.0,3.8,conditions Stormy,Jam ,2,Drinks ,electric_scooter ,2.0,No ,Metropolitian ,41,8.011,False,end_month,1,10.0
36.0,4.6,conditions Sunny,Low ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,21,1.154,False,start_month,1,5.0
34.0,4.5,conditions Sandstorms,Low ,2,Buffet ,motorcycle ,0.0,No ,Metropolitian ,18,14.742,True,middle_month,1,5.0
36.0,4.5,conditions Stormy,High ,1,Meal ,motorcycle ,1.0,No ,Metropolitian ,29,6.29,False,start_month,2,10.0
38.0,4.7,conditions Fog,Jam ,1,Snack ,motorcycle ,1.0,No ,Metropolitian ,36,9.435,True,start_month,2,5.0
30.0,4.6,conditions Sandstorms,Medium ,1,Buffet ,motorcycle ,1.0,No ,Metropolitian ,22,12.591,False,end_month,1,5.0
34.0,4.9,conditions Sunny,Low ,1,Snack ,motorcycle ,1.0,No ,Metropolitian ,27,9.021,True,start_month,2,15.0
39.0,4.6,conditions Sunny,Low ,2,Meal ,scooter ,1.0,No ,Metropolitian ,21,10.219,False,middle_month,1,10.0
35.0,4.3,conditions Windy,Jam ,0,Snack ,motorcycle ,1.0,Yes ,Metropolitian ,51,12.537,False,start_month,1,5.0
33.0,4.6,conditions Cloudy,Jam ,0,Snack ,motorcycle ,1.0,No ,Metropolitian ,26,6.847,False,start_month,1,5.0
29.585221590422037,4.7,conditions Fog,Medium ,2,Meal ,scooter ,0.0,No ,Metropolitian ,19,4.578,False,start_month,2,10.0
39.0,4.3,conditions Windy,Low ,0,Snack ,motorcycle ,0.0,No ,Metropolitian ,29,5.722,False,start_month,1,15.0
20.0,4.7,conditions Cloudy,High ,0,Meal ,motorcycle ,1.0,No ,Urban ,29,2.268,False,start_month,1,10.0
30.0,4.6,conditions Fog,Low ,2,Buffet ,scooter ,0.0,No ,Urban ,18,3.479,True,middle_month,1,15.0
27.0,4.5,conditions Cloudy,Low ,1,Buffet ,motorcycle ,1.0,No ,Metropolitian ,21,12.405,False,end_month,1,10.0
35.0,4.7,conditions Cloudy,Low ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,20,5.798,True,middle_month,1,5.0
20.0,4.9,conditions Windy,Low ,1,Buffet ,scooter ,0.0,No ,Urban ,10,2.231,False,start_month,1,15.0
21.0,4.8,conditions Sunny,Medium ,2,Meal ,scooter ,1.0,No ,Urban ,13,9.022,True,middle_month,1,10.0
36.0,4.0,conditions Fog,High ,1,Drinks ,motorcycle ,2.0,No ,Metropolitian ,35,4.638,False,middle_month,1,10.0
32.0,4.5,conditions Fog,Low ,2,Buffet ,electric_scooter ,1.0,No ,Metropolitian ,30,15.001,False,middle_month,1,5.0
33.0,4.8,conditions Fog,Low ,1,Drinks ,motorcycle ,0.0,No ,Urban ,30,15.893,True,middle_month,1,10.0
20.0,4.6,conditions Stormy,Medium ,1,Drinks ,scooter ,0.0,No ,Metropolitian ,20,3.411,True,end_month,1,15.0
30.0,5.0,conditions Windy,Jam ,0,Snack ,motorcycle ,2.0,Yes ,Metropolitian ,47,3.433,True,middle_month,1,10.0
39.0,4.7,conditions Sandstorms,Medium ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,25,4.565,False,start_month,2,5.0
23.0,4.8,conditions Sandstorms,High ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,29,4.559,False,middle_month,1,5.0
24.0,4.8,conditions Stormy,High ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,24,4.537,True,end_month,1,10.0
35.0,4.8,conditions Windy,Low ,2,Snack ,motorcycle ,1.0,No ,Urban ,28,10.433,False,start_month,2,5.0
28.0,4.6,conditions Sandstorms,Medium ,2,Drinks ,motorcycle ,1.0,No ,Metropolitian ,19,10.269,False,end_month,1,15.0
32.0,5.0,conditions Fog,Jam ,2,Snack ,scooter ,2.0,No ,Urban ,46,10.206,False,middle_month,1,5.0
24.0,4.8,conditions Stormy,Low ,0,Meal ,motorcycle ,1.0,No ,Metropolitian ,18,14.153,False,end_month,1,15.0
32.0,4.1,conditions Windy,Low ,0,Snack ,motorcycle ,0.0,No ,Urban ,22,2.283,True,start_month,1,15.0
33.0,4.8,conditions Fog,Jam ,2,Buffet ,motorcycle ,0.0,No ,Metropolitian ,26,5.734,False,middle_month,1,10.0
26.0,4.3,conditions Cloudy,Medium ,1,Meal ,motorcycle ,0.0,No ,Metropolitian ,35,10.383,False,end_month,1,10.0
24.0,4.1,conditions Sandstorms,Low ,0,Meal ,motorcycle ,0.0,No ,Metropolitian ,15,5.638,False,middle_month,1,5.0
22.0,4.8,conditions Windy,Medium ,1,Drinks ,scooter ,0.0,No ,Metropolitian ,25,6.805,True,end_month,1,15.0
29.0,4.6,conditions Windy,Medium ,0,Snack ,motorcycle ,1.0,No ,Urban ,33,9.276,False,middle_month,1,15.0
29.0,4.2,conditions Fog,Jam ,1,Buffet ,motorcycle ,1.0,No ,Metropolitian ,32,5.724,False,end_month,1,5.0
31.0,4.2,conditions Cloudy,Jam ,1,Drinks ,motorcycle ,1.0,No ,Metropolitian ,37,7.895,False,start_month,1,5.0
21.0,4.6,conditions Sunny,Medium ,0,Drinks ,motorcycle ,0.0,No ,Metropolitian ,20,14.782,False,start_month,2,5.0
32.0,4.7,conditions Sandstorms,Medium ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,33,6.838,True,middle_month,1,5.0
39.0,4.0,conditions Fog,Medium ,1,Snack ,scooter ,1.0,No ,Metropolitian ,40,8.924,True,start_month,2,10.0
29.0,5.0,conditions Cloudy,Low ,1,Snack ,motorcycle ,0.0,No ,Metropolitian ,10,2.255,False,middle_month,1,5.0
38.0,4.8,conditions Fog,Jam ,1,Meal ,scooter ,1.0,No ,Metropolitian ,35,10.256,False,middle_month,1,10.0
23.0,4.8,conditions Stormy,Jam ,1,Snack ,scooter ,1.0,No ,Metropolitian ,18,3.435,False,start_month,1,5.0
32.0,4.6,conditions Fog,Low ,1,Buffet ,motorcycle ,1.0,No ,Urban ,17,3.478,False,middle_month,1,10.0
30.0,4.9,conditions Sunny,Medium ,2,Buffet ,motorcycle ,1.0,No ,Metropolitian ,23,6.926,False,middle_month,1,15.0
27.0,5.0,conditions Fog,High ,1,Drinks ,motorcycle ,1.0,No ,Metropolitian ,22,4.637,True,start_month,1,10.0
31.0,4.0,conditions Cloudy,Medium ,1,Buffet ,scooter ,1.0,No ,Metropolitian ,33,9.021,True,end_month,1,15.0
28.0,5.0,conditions Fog,Low ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,21,9.157,False,middle_month,1,10.0
34.0,4.8,conditions Sandstorms,Low ,0,Meal ,motorcycle ,0.0,No ,Metropolitian ,20,7.965,False,middle_month,1,10.0
27.0,4.0,conditions Cloudy,High ,1,Snack ,scooter ,0.0,No ,Metropolitian ,33,4.564,True,start_month,1,5.0
35.0,4.7,conditions Sunny,Medium ,2,Snack ,motorcycle ,1.0,No ,Metropolitian ,26,8.114,False,middle_month,1,10.0
33.0,4.8,conditions Cloudy,Low ,0,Meal ,motorcycle ,0.0,No ,Metropolitian ,25,2.309,False,start_month,2,5.0
20.0,4.9,conditions Sunny,Low ,1,Meal ,motorcycle ,1.0,No ,Metropolitian ,15,6.866,False,end_month,1,5.0
22.0,4.6,conditions Sunny,Jam ,1,Buffet ,scooter ,0.0,No ,Metropolitian ,15,9.275,False,start_month,2,15.0
39.0,4.9,conditions Windy,Low ,2,Snack ,scooter ,1.0,No ,Metropolitian ,24,2.315,False,middle_month,1,10.0
36.0,4.8,conditions Windy,Jam ,0,Meal ,motorcycle ,0.0,No ,Metropolitian ,37,10.04,False,start_month,1,5.0
35.0,4.6,conditions Windy,Jam ,1,Snack ,scooter ,1.0,No ,Metropolitian ,29,10.299,False,start_month,1,10.0
25.0,4.7,conditions Cloudy,Jam ,2,Buffet ,electric_scooter ,1.0,No ,Metropolitian ,42,7.978,False,middle_month,1,15.0
39.0,4.0,conditions Cloudy,Medium ,0,Meal ,motorcycle ,0.0,No ,Metropolitian ,31,6.29,False,middle_month,1,10.0
30.0,4.9,conditions Windy,Low ,1,Drinks ,motorcycle ,1.0,No ,Metropolitian ,29,12.58,False,middle_month,1,10.0
28.0,4.8,conditions Sandstorms,Medium ,1,Snack ,motorcycle ,1.0,No ,Metropolitian ,28,5.686,False,middle_month,1,5.0
39.0,5.0,conditions Cloudy,Medium ,2,Meal ,scooter ,0.0,No ,Metropolitian ,15,5.639,True,middle_month,1,15.0
25.0,4.5,conditions Cloudy,Medium ,1,Meal ,scooter ,0.0,No ,Metropolitian ,10,5.706,False,middle_month,1,5.0
37.0,4.7,conditions Cloudy,Medium ,1,Buffet ,scooter ,0.0,No ,Metropolitian ,44,8.01,True,start_month,1,15.0
20.0,4.6,conditions Sandstorms,Low ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,16,14.153,True,middle_month,1,15.0
29.0,4.3,conditions Stormy,Low ,0,Buffet ,motorcycle ,0.0,No ,Urban ,17,2.294,False,middle_month,1,15.0
33.0,4.9,conditions Fog,Jam ,1,Buffet ,motorcycle ,0.0,No ,Metropolitian ,39,3.463,True,middle_month,1,5.0
22.0,4.7,conditions Sandstorms,Jam ,1,Snack ,motorcycle ,0.0,No ,Metropolitian ,22,7.893,True,middle_month,1,5.0
38.0,4.7,conditions Fog,Low ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,28,2.285,False,middle_month,1,10.0
36.0,5.0,conditions Fog,Low ,0,Meal ,motorcycle ,0.0,No ,Metropolitian ,25,2.319,True,start_month,1,5.0
37.0,4.6,conditions Sunny,Low ,0,Snack ,motorcycle ,1.0,No ,Urban ,23,3.402,False,end_month,1,10.0
37.0,4.3,conditions Stormy,Medium ,0,Snack ,motorcycle ,1.0,No ,Metropolitian ,36,12.75,False,middle_month,1,15.0
29.0,5.0,conditions Cloudy,Medium ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,24,3.441,False,middle_month,1,15.0
31.0,4.6,conditions Cloudy,Low ,2,Drinks ,electric_scooter ,0.0,No ,Metropolitian ,19,5.671,False,start_month,2,15.0
29.585221590422037,4.7,conditions Fog,Low,3,Snack ,motorcycle ,1.0,No ,Metropolitian ,19,17112.929,False,middle_month,1,10.0
34.0,4.9,conditions Sunny,Medium ,1,Snack ,motorcycle ,0.0,No ,Metropolitian ,24,5.67,True,start_month,2,5.0
29.585221590422037,4.7,conditions Windy,Medium ,1,Buffet ,scooter ,1.0,No ,Urban ,32,3.423,False,start_month,1,10.0
39.0,4.1,conditions Sunny,Medium ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,38,9.097,True,middle_month,1,5.0
32.0,4.8,conditions Fog,Low ,2,Drinks ,scooter ,1.0,No ,Metropolitian ,18,1.159,True,start_month,2,5.0
26.0,4.9,conditions Cloudy,Jam ,2,Meal ,scooter ,1.0,No ,Urban ,40,20.443,False,start_month,1,5.0
21.0,4.7,conditions Fog,Medium ,1,Drinks ,scooter ,0.0,No ,Metropolitian ,16,3.347,True,middle_month,1,10.0
28.0,4.8,conditions Fog,Jam ,1,Drinks ,motorcycle ,1.0,No ,Metropolitian ,40,9.096,False,start_month,1,10.0
36.0,4.8,conditions Fog,Low ,0,Snack ,motorcycle ,1.0,No ,Metropolitian ,35,12.58,True,end_month,1,15.0
25.0,4.6,conditions Sandstorms,Low ,1,Snack ,motorcycle ,0.0,No ,Metropolitian ,15,5.798,True,middle_month,1,15.0
25.0,4.8,conditions Sunny,Medium ,0,Buffet ,motorcycle ,1.0,No ,Urban ,17,14.659,False,end_month,1,15.0
24.0,5.0,conditions Fog,Medium ,2,Buffet ,motorcycle ,0.0,No ,Metropolitian ,32,9.117,True,end_month,1,10.0
36.0,4.7,conditions Cloudy,Jam ,1,Snack ,motorcycle ,1.0,No ,Metropolitian ,30,9.435,True,middle_month,1,5.0
25.0,4.5,conditions Cloudy,Medium ,1,Drinks ,motorcycle ,1.0,No ,Metropolitian ,29,15.045,False,start_month,1,15.0
38.0,4.0,conditions Cloudy,Jam ,2,Meal ,scooter ,1.0,No ,Metropolitian ,44,9.158,False,end_month,1,10.0
23.0,4.6,conditions Sandstorms,Medium ,0,Snack ,motorcycle ,2.0,No ,Metropolitian ,37,12.552,False,start_month,1,10.0
37.0,4.6,conditions Cloudy,Low ,0,Snack ,motorcycle ,1.0,No ,Metropolitian ,44,12.752,False,start_month,1,15.0
26.0,4.6,conditions Cloudy,Medium ,2,Snack ,scooter ,0.0,No ,Metropolitian ,15,3.402,False,end_month,1,15.0
39.0,4.8,conditions Sandstorms,Low ,1,Snack ,motorcycle ,1.0,No ,Metropolitian ,29,1.136,False,middle_month,1,5.0
34.0,4.9,conditions Sunny,Low ,0,Drinks ,motorcycle ,1.0,No ,Metropolitian ,28,14.776,False,middle_month,1,5.0
32.0,4.6,conditions Sandstorms,Low ,1,Meal ,motorcycle ,0.0,No ,Urban ,16,12.476,False,start_month,1,10.0
21.0,4.9,conditions Cloudy,Medium ,2,Buffet ,motorcycle ,1.0,No ,Metropolitian ,27,14.906,False,middle_month,1,10.0
34.0,4.3,conditions Sandstorms,Jam ,0,Buffet ,motorcycle ,1.0,No ,Metropolitian ,52,10.435,True,middle_month,1,5.0
37.0,4.8,conditions Stormy,Jam ,0,Meal ,motorcycle ,2.0,No ,Urban ,37,8.115,False,middle_month,1,10.0
25.0,4.8,conditions Cloudy,Low ,2,Drinks ,scooter ,1.0,No ,Metropolitian ,21,9.273,False,middle_month,1,5.0
